EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
25-08-2018 16:59:32.000               -9.46300               -6.03000               -6.91100
25-08-2018 16:59:48.000               -9.57100               -5.86300               -6.90400
25-08-2018 17:00:04.000               -9.67700               -5.72200               -6.86600
25-08-2018 17:00:20.000               -9.58100               -5.83700               -6.93200
25-08-2018 17:00:36.000               -9.29800               -5.96600               -7.08400
25-08-2018 17:00:52.000               -9.51700               -5.95400               -7.00900
25-08-2018 17:01:08.000               -9.60800               -5.99700               -6.87600
25-08-2018 17:01:24.000               -9.43000               -6.08500               -6.96800
25-08-2018 17:01:40.000               -8.78000               -5.99500               -7.87200
25-08-2018 17:01:56.000               -8.97000               -6.19700               -7.51100
25-08-2018 17:02:12.000               -9.40100               -5.80300               -7.16500
25-08-2018 17:02:28.000               -9.28100               -5.67600               -7.46900
25-08-2018 17:02:44.000               -9.45600               -6.05900               -6.91600
25-08-2018 17:03:00.000               -9.49700               -5.92000               -7.01300
25-08-2018 17:03:16.000               -9.57900               -5.40000               -7.33000
25-08-2018 17:03:32.000               -9.57600               -5.35700               -7.44800
25-08-2018 17:03:48.000               -9.17300               -5.15000               -8.01800
25-08-2018 17:04:04.000               -9.44400               -5.11200               -7.70400
25-08-2018 17:04:20.000               -9.72900               -5.04400               -7.32100
25-08-2018 17:04:36.000               -9.70300               -5.28600               -7.11800
25-08-2018 17:04:52.000               -9.64100               -5.30500               -7.29300
25-08-2018 17:05:08.000               -9.60700               -5.30900               -7.31700
25-08-2018 17:05:24.000               -9.51100               -4.71500               -7.93800
25-08-2018 17:05:40.000               -9.46400               -5.12000               -7.76200
25-08-2018 17:05:56.000               -9.63500               -5.13400               -7.51300
25-08-2018 17:06:12.000               -9.66000               -5.03600               -7.52200
25-08-2018 17:06:28.000               -9.27900               -5.16300               -7.77800
25-08-2018 17:06:44.000               -9.43600               -5.56400               -7.46100
25-08-2018 17:07:00.000               -9.15000               -5.82900               -7.43100
25-08-2018 17:07:16.000               -9.10800               -6.41500               -6.99700
25-08-2018 17:07:32.000               -9.03600               -6.37200               -7.17200
25-08-2018 17:07:48.000               -8.61100               -7.23700               -6.86400
25-08-2018 17:08:04.000               -9.26600               -5.43900               -7.67800
25-08-2018 17:08:20.000               -9.21800               -4.80000               -8.17000
25-08-2018 17:08:36.000               -9.23600               -5.18900               -7.89900
25-08-2018 17:08:52.000               -9.30300               -4.55200               -8.16000
25-08-2018 17:09:08.000               -9.14300               -4.23900               -8.43100
25-08-2018 17:09:24.000               -9.44200               -5.57800               -7.32700
25-08-2018 17:09:40.000               -9.63700               -6.26800               -6.40200
25-08-2018 17:09:56.000               -9.50100               -6.84900               -5.95900
25-08-2018 17:10:12.000               -9.42200               -6.41400               -6.53400
25-08-2018 17:10:28.000               -9.44100               -5.81000               -7.01000
25-08-2018 17:10:44.000               -9.19000               -5.89600               -7.33700
25-08-2018 17:11:00.000               -9.30000               -6.06900               -6.92700
25-08-2018 17:11:16.000               -9.49200               -6.05900               -6.80500
25-08-2018 17:11:32.000               -9.60700               -6.19200               -6.56900
25-08-2018 17:11:48.000               -9.62100               -6.18100               -6.49600
25-08-2018 17:12:04.000               -9.70700               -5.90900               -6.69000
25-08-2018 17:12:20.000               -10.0140               -5.87200               -6.17100
25-08-2018 17:12:36.000               -9.80100               -6.39600               -5.99900
25-08-2018 17:12:52.000               -9.68600               -6.43000               -6.22300
25-08-2018 17:13:08.000               -9.59100               -5.96000               -6.77700
25-08-2018 17:13:24.000               -9.64100               -5.67500               -6.92600
25-08-2018 17:13:40.000               -9.53400               -6.04600               -6.74200
25-08-2018 17:13:56.000               -9.26500               -6.36200               -6.76600
25-08-2018 17:14:12.000               -9.55800               -6.07100               -6.65600
25-08-2018 17:14:28.000               -9.33300               -6.19300               -6.80600
25-08-2018 17:14:44.000               -9.37600               -6.12800               -6.81200
25-08-2018 17:15:00.000               -9.62800               -6.02900               -6.67300
25-08-2018 17:15:16.000               -9.65700               -5.81500               -6.81600
25-08-2018 17:15:32.000               -9.75000               -5.79400               -6.76000
25-08-2018 17:15:48.000               -9.83300               -5.82000               -6.52400
25-08-2018 17:16:04.000               -9.76100               -5.71000               -6.74600
25-08-2018 17:16:20.000               -9.72200               -5.69700               -6.77900
25-08-2018 17:16:36.000               -9.78700               -5.64000               -6.70100
25-08-2018 17:16:52.000               -9.73900               -5.76000               -6.73000
25-08-2018 17:17:08.000               -9.79900               -5.60900               -6.75400
25-08-2018 17:17:24.000               -9.83500               -5.73200               -6.62300
25-08-2018 17:17:40.000               -9.86400               -5.37700               -6.68000
25-08-2018 17:17:56.000               -9.74100               -5.32000               -6.71400
25-08-2018 17:18:12.000               -9.77800               -5.49500               -6.62900
25-08-2018 17:18:28.000               -9.63600               -5.66300               -6.72600
25-08-2018 17:18:44.000               -9.62300               -5.73900               -6.64600
25-08-2018 17:19:00.000               -9.65600               -5.56300               -6.75600
25-08-2018 17:19:16.000               -9.59400               -5.43600               -6.69200
25-08-2018 17:19:32.000               -9.53800               -5.52700               -6.80100
25-08-2018 17:19:48.000               -9.67500               -5.32900               -6.76400
25-08-2018 17:20:04.000               -9.98800               -5.05000               -6.47100
25-08-2018 17:20:20.000               -9.89700               -4.89200               -6.72900
25-08-2018 17:20:36.000               -9.82900               -5.04700               -6.67200
25-08-2018 17:20:52.000               -9.69200               -5.22700               -6.89800
25-08-2018 17:21:08.000               -9.64300               -5.22700               -6.94900
25-08-2018 17:21:24.000               -9.90000               -5.01400               -6.64000
25-08-2018 17:21:40.000               -9.49500               -5.25400               -7.11300
25-08-2018 17:21:56.000               -9.05500               -6.04000               -7.24900
25-08-2018 17:22:12.000               -8.96900               -5.61200               -7.71100
25-08-2018 17:22:28.000               -8.93500               -5.96300               -7.60600
25-08-2018 17:22:44.000               -8.83500               -6.16000               -7.59200
25-08-2018 17:23:00.000               -8.79900               -6.26700               -7.54200
25-08-2018 17:23:16.000               -9.22300               -5.60600               -7.51000
25-08-2018 17:23:32.000               -9.61800               -4.90300               -7.43700
25-08-2018 17:23:48.000               -9.49900               -4.82100               -7.69300
25-08-2018 17:24:04.000               -9.51600               -4.90600               -7.58500
25-08-2018 17:24:20.000               -9.37100               -5.11300               -7.64400
25-08-2018 17:24:36.000               -9.44700               -5.28900               -7.56300
25-08-2018 17:24:52.000               -9.31700               -5.55100               -7.49000
25-08-2018 17:25:08.000               -9.33200               -5.61000               -7.44500
25-08-2018 17:25:24.000               -9.37400               -5.12900               -7.78300
25-08-2018 17:25:40.000               -9.49600               -5.11200               -7.57300
25-08-2018 17:25:56.000               -9.33800               -5.28300               -7.70500
25-08-2018 17:26:12.000               -9.37300               -5.24500               -7.76200
25-08-2018 17:26:28.000               -9.40400               -5.21500               -7.69700
25-08-2018 17:26:44.000               -9.44200               -5.27200               -7.54900
25-08-2018 17:27:00.000               -9.31400               -5.20700               -7.77000
25-08-2018 17:27:16.000               -9.54900               -4.88800               -7.70500
25-08-2018 17:27:32.000               -9.55900               -5.05100               -7.65800
25-08-2018 17:27:48.000               -9.52500               -5.23400               -7.51700
25-08-2018 17:28:04.000               -9.41800               -5.54900               -7.46900
25-08-2018 17:28:20.000               -9.25200               -5.93600               -7.29900
25-08-2018 17:28:36.000               -9.32900               -5.94900               -7.16100
25-08-2018 17:28:52.000               -9.32200               -5.79000               -7.33800
25-08-2018 17:29:08.000               -9.56800               -5.50200               -7.28200
25-08-2018 17:29:24.000               -9.73300               -5.42800               -7.13600
25-08-2018 17:29:40.000               -9.84200               -5.51700               -6.85300
25-08-2018 17:29:56.000               -9.38700               -6.09200               -6.94200
25-08-2018 17:30:12.000               -9.28300               -5.88500               -7.31300
25-08-2018 17:30:28.000               -9.07700               -5.95900               -7.51700
25-08-2018 17:30:44.000               -9.05600               -5.81500               -7.76300
25-08-2018 17:31:00.000               -9.29000               -5.97100               -7.29400
25-08-2018 17:31:16.000               -9.17600               -6.25500               -7.11600
25-08-2018 17:31:32.000               -9.03900               -6.80200               -6.87500
25-08-2018 17:31:48.000               -9.16700               -7.01600               -6.48200
25-08-2018 17:32:04.000               -8.85300               -6.59700               -7.32300
25-08-2018 17:32:20.000               -8.92500               -6.89700               -6.87800
25-08-2018 17:32:36.000               -8.84300               -6.69700               -7.09700
25-08-2018 17:32:52.000               -9.51900               -7.21400               -5.78200
25-08-2018 17:33:08.000               -9.40400               -7.23400               -5.83700
25-08-2018 17:33:24.000               -9.27400               -7.18300               -6.08200
25-08-2018 17:33:40.000               -9.40800               -6.95600               -6.20300
25-08-2018 17:33:56.000               -9.35700               -7.24700               -5.89000
25-08-2018 17:34:12.000               -9.32700               -7.50600               -5.55700
25-08-2018 17:34:28.000               -9.26300               -7.60500               -5.54900
25-08-2018 17:34:44.000               -9.46200               -7.49000               -5.43700
25-08-2018 17:35:00.000               -9.45200               -7.57200               -5.25200
25-08-2018 17:35:16.000               -9.39100               -7.70900               -5.25300
25-08-2018 17:35:32.000               -9.39400               -7.82200               -5.19900
25-08-2018 17:35:48.000               -9.29800               -6.82200               -6.59100
25-08-2018 17:36:04.000               -9.24000               -6.74200               -6.73300
25-08-2018 17:36:20.000               -9.07400               -6.88500               -6.80600
25-08-2018 17:36:36.000               -9.32800               -6.82900               -6.52000
25-08-2018 17:36:52.000               -9.52400               -6.63000               -6.43900
25-08-2018 17:37:08.000               -9.45400               -6.88000               -6.26700
25-08-2018 17:37:24.000               -8.99400               -5.21400               -7.97700
25-08-2018 17:37:40.000               -9.33900               -6.30700               -6.74500
25-08-2018 17:37:56.000               -9.39500               -7.37400               -6.02700
25-08-2018 17:38:12.000               -9.38300               -7.25500               -6.20200
25-08-2018 17:38:28.000               -9.67900               -6.63900               -6.51900
25-08-2018 17:38:44.000               -8.98000               -7.84100               -6.01300
25-08-2018 17:39:00.000               -8.82500               -8.41600               -5.37700
25-08-2018 17:39:16.000               -9.82400               -6.65000               -6.16700
25-08-2018 17:39:32.000               -9.84200               -6.29100               -6.55800
25-08-2018 17:39:48.000               -9.93500               -6.00700               -6.70100
25-08-2018 17:40:04.000               -10.0310               -6.08500               -6.39300
25-08-2018 17:40:20.000               -9.77300               -5.81300               -7.09400
25-08-2018 17:40:36.000               -9.17800               -6.00700               -7.73000
25-08-2018 17:40:52.000               -9.00200               -6.67300               -7.35300
25-08-2018 17:41:08.000               -9.16000               -6.72800               -7.17200
25-08-2018 17:41:24.000               -10.0820               -6.22300               -6.26600
25-08-2018 17:41:40.000               -9.80400               -6.31800               -6.51700
25-08-2018 17:41:56.000               -9.80000               -6.36900               -6.72300
25-08-2018 17:42:12.000               -8.56600               -8.05000               -6.47800
25-08-2018 17:42:28.000               -9.23100               -7.08600               -6.73200
25-08-2018 17:42:44.000               -8.44000               -7.75600               -7.12400
25-08-2018 17:43:00.000               -8.03100               -7.86700               -7.44600
25-08-2018 17:43:16.000               -7.78500               -8.34700               -7.18000
25-08-2018 17:43:32.000               -7.75200               -8.22700               -7.37000
25-08-2018 17:43:48.000               -7.80100               -8.18400               -7.39700
25-08-2018 17:44:04.000               -7.96900               -7.83700               -7.51300
25-08-2018 17:44:20.000               -7.51500               -8.10300               -7.72000
25-08-2018 17:44:36.000               -7.26300               -8.26200               -7.82700
25-08-2018 17:44:52.000               -7.32100               -8.37800               -7.69000
25-08-2018 17:45:08.000               -8.23800               -7.82100               -7.25700
25-08-2018 17:45:24.000               -8.13200               -7.72700               -7.51300
25-08-2018 17:45:40.000               -7.27000               -8.02900               -8.08400
25-08-2018 17:45:56.000               -7.89900               -7.77400               -7.75300
25-08-2018 17:46:12.000               -7.83900               -7.69100               -7.95900
25-08-2018 17:46:28.000               -6.74100               -8.37500               -8.27300
25-08-2018 17:46:44.000               -7.57700               -8.01000               -7.92900
25-08-2018 17:47:00.000               -7.54600               -8.16600               -7.79700
25-08-2018 17:47:16.000               -7.42400               -8.11300               -7.95100
25-08-2018 17:47:32.000               -7.35700               -8.24600               -7.84400
25-08-2018 17:47:48.000               -8.37700               -7.15900               -7.90200
25-08-2018 17:48:04.000               -7.97200               -7.94000               -7.52900
25-08-2018 17:48:20.000               -7.95500               -8.16100               -7.42700
25-08-2018 17:48:36.000               -8.39100               -7.90400               -7.12900
25-08-2018 17:48:52.000               -7.87900               -7.26400               -8.31800
25-08-2018 17:49:08.000               -8.16500               -7.79700               -7.57100
25-08-2018 17:49:24.000               -8.52000               -7.96500               -6.94800
25-08-2018 17:49:40.000               -8.57300               -7.91600               -6.88600
25-08-2018 17:49:56.000               -8.56500               -6.47200               -8.22500
25-08-2018 17:50:12.000               -8.81500               -6.45100               -8.09500
25-08-2018 17:50:28.000               -8.81200               -6.99700               -7.67600
25-08-2018 17:50:44.000               -8.91500               -6.47200               -8.04000
25-08-2018 17:51:00.000               -8.72700               -6.78300               -7.88400
25-08-2018 17:51:16.000               -8.68400               -6.63000               -8.10000
25-08-2018 17:51:32.000               -8.95200               -7.03000               -7.55900
25-08-2018 17:51:48.000               -8.93900               -7.30200               -7.25000
25-08-2018 17:52:04.000               -9.17800               -6.72100               -7.46200
25-08-2018 17:52:20.000               -8.97100               -6.63400               -7.73700
25-08-2018 17:52:36.000               -8.84700               -6.81900               -7.66100
25-08-2018 17:52:52.000               -9.35100               -6.09000               -7.71000
25-08-2018 17:53:08.000               -9.33700               -5.65100               -8.10600
25-08-2018 17:53:24.000               -9.15000               -6.02800               -7.98900
25-08-2018 17:53:40.000               -9.17500               -6.05200               -7.89600
25-08-2018 17:53:56.000               -9.08200               -5.92400               -8.11400
25-08-2018 17:54:12.000               -8.99700               -5.53500               -8.58200
25-08-2018 17:54:28.000               -9.12100               -5.06300               -8.71700
25-08-2018 17:54:44.000               -9.58400               -5.85000               -7.56000
25-08-2018 17:55:00.000               -9.85000               -6.77600               -6.38900
25-08-2018 17:55:16.000               -9.77600               -6.80800               -6.46800
25-08-2018 17:55:32.000               -9.66200               -6.29300               -7.12100
25-08-2018 17:55:48.000               -9.80200               -5.88800               -7.26900
25-08-2018 17:56:04.000               -9.53600               -6.49400               -7.09700
25-08-2018 17:56:20.000               -9.38500               -6.63600               -7.11000
25-08-2018 17:56:36.000               -9.60200               -6.43200               -6.97300
25-08-2018 17:56:52.000               -9.74000               -6.21400               -7.21600
25-08-2018 17:57:08.000               -9.47700               -6.64000               -7.17900
25-08-2018 17:57:24.000               -9.41700               -6.47600               -7.37400
25-08-2018 17:57:40.000               -9.65700               -6.34900               -7.20500
25-08-2018 17:57:56.000               -9.11900               -6.19200               -7.82300
25-08-2018 17:58:12.000               -8.87700               -5.83800               -8.34400
25-08-2018 17:58:28.000               -9.43700               -6.64200               -7.26600
25-08-2018 17:58:44.000               -9.90600               -6.25600               -6.84200
25-08-2018 17:59:00.000               -10.0980               -6.46700               -6.53400
25-08-2018 17:59:16.000               -9.87600               -6.85300               -6.54200
25-08-2018 17:59:32.000               -10.1580               -6.51500               -6.44000
25-08-2018 17:59:48.000               -10.0940               -6.53300               -6.49000
25-08-2018 18:00:04.000               -9.84400               -6.70800               -6.71200
25-08-2018 18:00:20.000               -10.3610               -6.28400               -6.16400
25-08-2018 18:00:36.000               -10.2310               -6.68500               -6.10800
25-08-2018 18:00:52.000               -10.0700               -6.32400               -6.46600
25-08-2018 18:01:08.000               -10.3150               -6.13000               -6.53200
25-08-2018 18:01:24.000               -10.3410               -6.23400               -6.47200
25-08-2018 18:01:40.000               -10.0380               -6.15800               -6.94000
25-08-2018 18:01:56.000               -10.0120               -5.95000               -7.03700
25-08-2018 18:02:12.000               -9.96300               -6.11900               -7.01900
25-08-2018 18:02:28.000               -10.1750               -6.04400               -6.69000
25-08-2018 18:02:44.000               -10.0650               -6.61500               -6.30600
25-08-2018 18:03:00.000               -9.79700               -6.40000               -6.94000
25-08-2018 18:03:16.000               -9.41000               -5.96200               -7.73800
25-08-2018 18:03:32.000               -9.72200               -5.90400               -7.38200
25-08-2018 18:03:48.000               -9.97500               -5.93400               -6.98900
25-08-2018 18:04:04.000               -10.5410               -5.55900               -6.50000
25-08-2018 18:04:20.000               -10.1350               -6.15100               -6.54200
25-08-2018 18:04:36.000               -9.12600               -5.60700               -8.33800
25-08-2018 18:04:52.000               -9.38000               -5.97600               -7.79800
25-08-2018 18:05:08.000               -9.92000               -5.85400               -7.17000
25-08-2018 18:05:24.000               -10.0560               -6.82000               -6.13900
25-08-2018 18:05:40.000               -10.6180               -6.12700               -5.96500
25-08-2018 18:05:56.000               -10.8290               -5.62500               -6.13600
25-08-2018 18:06:12.000               -10.8260               -5.73800               -5.92000
25-08-2018 18:06:28.000               -11.2600               -5.41700               -5.51600
25-08-2018 18:06:44.000               -11.2180               -5.65700               -5.40500
25-08-2018 18:07:00.000               -11.2170               -5.83900               -5.23200
25-08-2018 18:07:16.000               -11.4490               -5.80800               -4.64900
25-08-2018 18:07:32.000               -11.6330               -5.69100               -4.38600
25-08-2018 18:07:48.000               -11.3090               -5.94700               -4.99400
25-08-2018 18:08:04.000               -11.2670               -5.87100               -4.89100
25-08-2018 18:08:20.000               -11.3640               -5.90600               -4.97600
25-08-2018 18:08:36.000               -11.2640               -5.93500               -5.15100
25-08-2018 18:08:52.000               -10.9540               -6.22700               -5.41500
25-08-2018 18:09:08.000               -10.7770               -6.41900               -5.67200
25-08-2018 18:09:24.000               -10.6180               -6.42700               -6.00600
25-08-2018 18:09:40.000               -10.5760               -6.28500               -6.12500
25-08-2018 18:09:56.000               -10.4390               -6.52200               -6.25600
25-08-2018 18:10:12.000               -10.6290               -5.76300               -6.38800
25-08-2018 18:10:28.000               -10.9070               -5.34600               -6.15500
25-08-2018 18:10:44.000               -11.1000               -5.51000               -5.81800
25-08-2018 18:11:00.000               -11.1320               -5.39800               -5.84100
25-08-2018 18:11:16.000               -11.0760               -5.44100               -5.93200
25-08-2018 18:11:32.000               -11.0970               -5.37600               -6.09100
25-08-2018 18:11:48.000               -11.0470               -5.36100               -6.23100
25-08-2018 18:12:04.000               -10.8910               -5.47600               -6.42000
25-08-2018 18:12:20.000               -10.1900               -6.47100               -6.66500
25-08-2018 18:12:36.000               -9.92400               -6.73900               -6.68200
25-08-2018 18:12:52.000               -10.3960               -5.86200               -6.62900
25-08-2018 18:13:08.000               -10.6110               -5.71200               -6.54300
25-08-2018 18:13:24.000               -11.0440               -4.64200               -6.54500
25-08-2018 18:13:40.000               -11.2530               -4.01800               -6.63700
25-08-2018 18:13:56.000               -11.3350               -3.30500               -6.69300
25-08-2018 18:14:12.000               -11.0930               -4.12100               -6.80500
25-08-2018 18:14:28.000               -10.1630               -4.95400               -7.64200
25-08-2018 18:14:44.000               -10.3020               -5.00300               -7.45100
25-08-2018 18:15:00.000               -10.4900               -5.26900               -6.97600
25-08-2018 18:15:16.000               -10.8710               -5.96700               -6.01600
25-08-2018 18:15:32.000               -10.9220               -6.07700               -5.64900
25-08-2018 18:15:48.000               -11.0540               -5.89800               -5.80500
25-08-2018 18:16:04.000               -10.7360               -6.03800               -6.24000
25-08-2018 18:16:20.000               -10.6110               -5.95300               -6.49400
25-08-2018 18:16:36.000               -10.7110               -5.19900               -6.95300
25-08-2018 18:16:52.000               -10.6800               -5.85600               -6.38900
25-08-2018 18:17:08.000               -10.8110               -6.09000               -6.03400
25-08-2018 18:17:24.000               -10.6450               -6.06200               -6.28300
25-08-2018 18:17:40.000               -10.4880               -6.21400               -6.62000
25-08-2018 18:17:56.000               -10.5700               -5.47700               -6.75000
25-08-2018 18:18:12.000               -10.4430               -5.35400               -7.07700
25-08-2018 18:18:28.000               -10.8470               -5.94600               -6.21000
25-08-2018 18:18:44.000               -10.5370               -6.12000               -6.46100
25-08-2018 18:19:00.000               -10.6390               -6.22600               -6.26100
25-08-2018 18:19:16.000               -10.4480               -6.65700               -6.11800
25-08-2018 18:19:32.000               -10.3970               -6.52000               -6.39800
25-08-2018 18:19:48.000               -10.2290               -6.55500               -6.60000
25-08-2018 18:20:04.000               -10.1730               -6.28400               -6.95800
25-08-2018 18:20:20.000               -9.97900               -6.54800               -6.90800
25-08-2018 18:20:36.000               -10.5990               -5.55900               -6.91800
25-08-2018 18:20:52.000               -10.1760               -6.80500               -6.39500
25-08-2018 18:21:08.000               -9.97600               -7.04300               -6.41200
25-08-2018 18:21:24.000               -10.1110               -7.00900               -6.33800
25-08-2018 18:21:40.000               -10.2240               -6.80900               -6.32800
25-08-2018 18:21:56.000               -9.89000               -6.96900               -6.66200
25-08-2018 18:22:12.000               -9.75100               -7.08400               -6.84200
25-08-2018 18:22:28.000               -9.35200               -7.00100               -7.40400
25-08-2018 18:22:44.000               -9.97400               -6.79900               -6.69500
25-08-2018 18:23:00.000               -10.6380               -6.60800               -5.47900
25-08-2018 18:23:16.000               -9.66700               -6.69800               -7.16600
25-08-2018 18:23:32.000               -9.19300               -7.41400               -7.10100
25-08-2018 18:23:48.000               -9.24700               -7.00100               -7.39100
25-08-2018 18:24:04.000               -10.5590               -5.78400               -6.70400
25-08-2018 18:24:20.000               -10.7680               -6.11800               -5.85900
25-08-2018 18:24:36.000               -9.41300               -6.27400               -7.29000
25-08-2018 18:24:52.000               -9.12200               -6.03300               -7.95600
25-08-2018 18:25:08.000               -11.3530               -6.01200               -4.60400
25-08-2018 18:25:24.000               -9.76600               -7.55000               -5.70300
25-08-2018 18:25:40.000               -10.6510               -6.93700               -5.19900
25-08-2018 18:25:56.000               -10.9030               -6.74800               -5.04700
25-08-2018 18:26:12.000               -11.3100               -6.07400               -4.89600
25-08-2018 18:26:28.000               -11.2820               -5.63600               -5.29100
25-08-2018 18:26:44.000               -11.4820               -5.30200               -5.26100
25-08-2018 18:27:00.000               -11.6220               -4.41800               -5.81900
25-08-2018 18:27:16.000               -11.7730               -6.02300               -3.87000
25-08-2018 18:27:32.000               -11.2740               -6.77800               -3.81400
25-08-2018 18:27:48.000               -10.5780               -6.82500               -5.50300
25-08-2018 18:28:04.000               -10.6550               -6.53500               -5.99600
25-08-2018 18:28:20.000               -11.1590               -6.39800               -5.13800
25-08-2018 18:28:36.000               -11.6640               -5.91000               -4.39600
25-08-2018 18:28:52.000               -11.8130               -5.95100               -3.74800
25-08-2018 18:29:08.000               -9.79100               -7.30800               -6.18000
25-08-2018 18:29:24.000               -9.92500               -7.30900               -6.09800
25-08-2018 18:29:40.000               -9.81700               -7.82800               -5.80900
25-08-2018 18:29:56.000               -10.0590               -7.76700               -5.51700
25-08-2018 18:30:12.000               -10.4430               -7.15800               -5.36000
25-08-2018 18:30:28.000               -10.3610               -7.16600               -5.61900
25-08-2018 18:30:44.000               -10.4010               -6.87100               -5.90600
25-08-2018 18:31:00.000               -10.3950               -6.97600               -5.72600
25-08-2018 18:31:16.000               -9.96300               -7.74800               -5.69900
25-08-2018 18:31:32.000               -9.65700               -6.81700               -7.33700
25-08-2018 18:31:48.000               -9.51700               -7.30200               -6.93700
25-08-2018 18:32:04.000               -9.36600               -7.85500               -6.49500
25-08-2018 18:32:20.000               -9.64700               -7.89700               -6.00600
25-08-2018 18:32:36.000               -9.62400               -8.21300               -5.65300
25-08-2018 18:32:52.000               -10.0070               -7.41100               -6.10800
25-08-2018 18:33:08.000               -10.1010               -7.54100               -5.80100
25-08-2018 18:33:24.000               -10.7320               -5.69000               -6.69100
25-08-2018 18:33:40.000               -11.2960               -3.77700               -7.19000
25-08-2018 18:33:56.000               -11.2670               -4.22200               -7.00000
25-08-2018 18:34:12.000               -10.8680               -4.57000               -7.25200
25-08-2018 18:34:28.000               -10.4730               -5.56900               -7.05000
25-08-2018 18:34:44.000               -9.87000               -7.15600               -6.36600
25-08-2018 18:35:00.000               -9.48800               -7.23000               -6.73000
25-08-2018 18:35:16.000               -9.86800               -7.33000               -6.32100
25-08-2018 18:35:32.000               -9.82200               -7.23400               -6.52700
25-08-2018 18:35:48.000               -9.81900               -7.26200               -6.47700
25-08-2018 18:36:04.000               -9.72000               -7.40400               -6.58900
25-08-2018 18:36:20.000               -8.96100               -8.10400               -6.85000
25-08-2018 18:36:36.000               -9.28400               -7.74200               -6.59700
25-08-2018 18:36:52.000               -9.50300               -7.61800               -6.53400
25-08-2018 18:37:08.000               -9.59200               -7.29900               -6.64400
25-08-2018 18:37:24.000               -9.90800               -7.41600               -6.11300
25-08-2018 18:37:40.000               -10.3230               -7.07200               -5.86900
25-08-2018 18:37:56.000               -9.83500               -7.26700               -6.47900
25-08-2018 18:38:12.000               -8.92300               -7.83600               -7.12200
25-08-2018 18:38:28.000               -8.93700               -7.85900               -7.14200
25-08-2018 18:38:44.000               -9.76800               -6.70000               -7.11100
25-08-2018 18:39:00.000               -10.1170               -6.55000               -6.82000
25-08-2018 18:39:16.000               -10.2790               -6.88400               -6.26500
25-08-2018 18:39:32.000               -10.4020               -6.71200               -6.07400
25-08-2018 18:39:48.000               -10.2580               -7.02100               -6.05600
25-08-2018 18:40:04.000               -10.1210               -7.09500               -6.29800
25-08-2018 18:40:20.000               -10.4280               -6.51300               -6.19600
25-08-2018 18:40:36.000               -10.2590               -6.69300               -6.33000
25-08-2018 18:40:52.000               -9.95300               -6.88800               -6.78500
25-08-2018 18:41:08.000               -9.99200               -6.58000               -6.91400
25-08-2018 18:41:24.000               -10.2620               -6.51400               -6.65900
25-08-2018 18:41:40.000               -10.6090               -6.03000               -6.53500
25-08-2018 18:41:56.000               -9.97600               -7.05900               -6.58100
25-08-2018 18:42:12.000               -9.78300               -6.93800               -6.96400
25-08-2018 18:42:28.000               -9.39600               -7.32700               -7.14300
25-08-2018 18:42:44.000               -9.93300               -6.73600               -6.97600
25-08-2018 18:43:00.000               -9.73600               -6.96500               -7.03400
25-08-2018 18:43:16.000               -9.39500               -7.16600               -7.11000
25-08-2018 18:43:32.000               -9.79200               -6.93000               -6.72300
25-08-2018 18:43:48.000               -9.92200               -7.05800               -6.46000
25-08-2018 18:44:04.000               -10.5320               -6.41100               -6.31800
25-08-2018 18:44:20.000               -9.44700               -7.26700               -7.01100
25-08-2018 18:44:36.000               -10.2510               -6.52900               -6.63600
25-08-2018 18:44:52.000               -10.4260               -6.41300               -6.50800
25-08-2018 18:45:08.000               -9.99500               -6.87600               -6.80700
25-08-2018 18:45:24.000               -9.82200               -6.76900               -7.12900
25-08-2018 18:45:40.000               -9.91300               -6.70600               -7.07000
25-08-2018 18:45:56.000               -10.2300               -6.39700               -6.93600
25-08-2018 18:46:12.000               -10.8900               -5.49300               -6.49200
25-08-2018 18:46:28.000               -10.7320               -5.78500               -6.62600
25-08-2018 18:46:44.000               -10.9740               -5.46200               -6.44700
25-08-2018 18:47:00.000               -11.1110               -5.27800               -6.43600
25-08-2018 18:47:16.000               -11.4190               -4.81900               -6.24700
25-08-2018 18:47:32.000               -11.2620               -4.88900               -6.41800
25-08-2018 18:47:48.000               -10.6470               -5.53600               -6.94700
25-08-2018 18:48:04.000               -10.6350               -5.48500               -6.95100
25-08-2018 18:48:20.000               -10.6850               -5.68800               -6.75300
25-08-2018 18:48:36.000               -10.5510               -5.69600               -6.87100
25-08-2018 18:48:52.000               -10.6650               -5.68300               -6.72300
25-08-2018 18:49:08.000               -10.5140               -5.63100               -7.15500
25-08-2018 18:49:24.000               -10.1480               -6.42900               -6.98000
25-08-2018 18:49:40.000               -10.0010               -5.99900               -7.44400
25-08-2018 18:49:56.000               -9.94800               -6.39200               -7.17000
25-08-2018 18:50:12.000               -10.1440               -6.31300               -7.00900
25-08-2018 18:50:28.000               -10.5030               -5.35300               -7.14000
25-08-2018 18:50:44.000               -10.2680               -4.92700               -7.84400
25-08-2018 18:51:00.000               -10.0800               -5.14600               -7.93800
25-08-2018 18:51:16.000               -9.78100               -5.71900               -7.84600
25-08-2018 18:51:32.000               -9.92700               -6.33400               -7.25800
