EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
28-08-2018 02:58:28.000               -2.22400                1.33300                1.58200
28-08-2018 02:58:44.000               -2.12000                1.41300                1.58100
28-08-2018 02:59:00.000               -2.46800                1.05300                1.53600
28-08-2018 02:59:16.000               -2.39000               0.878000                1.47500
28-08-2018 02:59:32.000               -2.62400               0.814000                1.60900
28-08-2018 02:59:48.000               -2.85800               0.575000                1.29700
28-08-2018 03:00:04.000               -2.62800               0.222000                1.80000
28-08-2018 03:00:20.000               -2.46700                1.21900                1.60300
28-08-2018 03:00:36.000               -2.16000                1.87500                1.40800
28-08-2018 03:00:52.000               -2.06900                2.20200               0.988000
28-08-2018 03:01:08.000               -1.92600                2.45000               0.755000
28-08-2018 03:01:24.000               -1.64100                2.57500               0.932000
28-08-2018 03:01:40.000               -1.75700                2.59900               0.614000
28-08-2018 03:01:56.000               -1.36800                2.50400               0.826000
28-08-2018 03:02:12.000              -0.743000                2.89400               0.381000
28-08-2018 03:02:28.000               -1.20100                2.91600               0.384000
28-08-2018 03:02:44.000               -1.29800                2.78000               0.745000
28-08-2018 03:03:00.000               -1.81000                2.48400               0.979000
28-08-2018 03:03:16.000              -0.518000                3.54000               0.168000
28-08-2018 03:03:32.000              -0.950000                3.42000               0.238000
28-08-2018 03:03:48.000               -1.36800                3.33000               0.442000
28-08-2018 03:04:04.000               -1.10500                3.35000               0.405000
28-08-2018 03:04:20.000               -1.00200                3.36100               0.387000
28-08-2018 03:04:36.000              -0.995000                3.48600               0.232000
28-08-2018 03:04:52.000              -0.944000                3.43800               0.233000
28-08-2018 03:05:08.000              -0.825000                3.40400               0.158000
28-08-2018 03:05:24.000              -0.864000                3.49700               0.346000
28-08-2018 03:05:40.000              -0.996000                3.46200               0.539000
28-08-2018 03:05:56.000               -1.41000                3.36000               0.473000
28-08-2018 03:06:12.000               -1.31400                3.38800               0.497000
28-08-2018 03:06:28.000               -1.11100                3.37500               0.691000
28-08-2018 03:06:44.000              -0.463000                3.41800             -0.0150000
28-08-2018 03:07:00.000               0.669000                3.43700              -0.190000
28-08-2018 03:07:16.000                1.27100                3.29200              -0.696000
28-08-2018 03:07:32.000                1.38700                3.30900             -0.0930000
28-08-2018 03:07:48.000                1.20700                3.37500              -0.537000
28-08-2018 03:08:04.000                1.53100                3.29000              -0.551000
28-08-2018 03:08:20.000                1.72100                3.22600              -0.628000
28-08-2018 03:08:36.000                1.87000                3.08700              -0.800000
28-08-2018 03:08:52.000                1.98700                2.96500              -0.983000
28-08-2018 03:09:08.000                1.71100                3.14700               -1.01100
28-08-2018 03:09:24.000                2.03800                3.00900              -0.818000
28-08-2018 03:09:40.000                2.06300                2.88200               -1.03400
28-08-2018 03:09:56.000                2.25400                2.54700               -1.81600
28-08-2018 03:10:12.000                2.22700                2.92800               -1.96900
28-08-2018 03:10:28.000                2.39700                3.23300               -1.54700
28-08-2018 03:10:44.000                2.48500                3.39700               -1.59700
28-08-2018 03:11:00.000                2.48100                3.37300               -1.63100
